camarapk,nome,UFNasc,UFAtuacao,codinomes,partidos,profissoes,cargos,legislaturas,foto,veja,politicosorg,wiki,curriculo,votocunha,urls,outros
161594,Raul Jean Louis Henry Júnior,PE,,Raul Henry,PMDB,Economista,,53.54,,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=161594&tipo=0,
161604,Sétimo Waquim,MA,,Professor Setimo,PMDB,Professor de Ensino Médio,,53.54,,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=161604&tipo=0,
161645,Marina Terra Maggessi de Sousa,RJ,,Marina Maggessi,"PDT,PPS",Policial Civil,,53,,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=161645&tipo=0,
161652,José Nobre Guimarães,CE,CE,José Guimarães,PT,Advogado,,"53,54,55",,,http://www.politicos.org.br/jose-nobre-guimaraes,pt.wikipedia.org/wiki/José_Nobre_Guimarães,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=161652&tipo=0,
161659,Fernando Melo da Costa,AC,,Fernando Melo,,"Advogado, Economista e Administrador de Empresas",,53,,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=161659&tipo=0,
161669,Fábio Augusto Ramalho Dos Santos,DF,,Fábio Ramalho,"PV,PMB",Empresário,,"53,54,55",,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=161669&tipo=0,
161701,Edson Santos de Souza,RJ,,Edson Santos,PT,,,53.54,,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=161701&tipo=0,
161702,Marcelo Augusto da Eira Corrêa,AM,,Marcelo Serafim,PSB,Farmacêutico Bioquímico,,53,,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=161702&tipo=0,
161730,Edson Aparecido Dos Santos,SP,,Edson Aparecido,"PMDB,PSDB",Historiador,,53.54,,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=161730&tipo=0,
161734,Jilmar Augustinho Tatto,PR,,Jilmar Tatto,PT,Professor e Empresário,,53.54,,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=161734&tipo=0,
161747,Antônio Eustáquio Andrade Ferreira,MG,,Antônio Andrade,PMDB,Engenheiro Civil e Produtor Rural,,53.54,,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=161747&tipo=0,
161755,André Luiz Vargas Ilário,PR,,Andre Vargas,"PT,sp",Comerciante,,53.54,,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=161755&tipo=0,
161761,Davi Alves Silva Júnior,MA,,Davi Alves Silva Júnior,"PSDC,PR",,,"53,54,55",,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=161761&tipo=0,
162040,Manoel Ferreira,SP,,Pastor Manoel Ferreira,"PP,PDT,PTB,PR",Advogado e Pastor Evangélico,,53,,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=162040&tipo=0,
162079,Flaviano Flávio Baptista de Melo,AC,,Flaviano Melo,"MDB,PMDB",Engenheiro Civil,,"53,54,55",,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=162079&tipo=0,
162116,Bruno Campelo Rodrigues de Souza,PE,,Bruno Rodrigues,"PTR,PPB,PP",Empresário,,53.54,,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=162116&tipo=0,
162132,Antonio Duarte Nogueira Junior,SP,,Duarte Nogueira,PRN,Engenheiro Agrônomo,,"53,54,55",,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=162132&tipo=0,
162142,Laurez da Rocha Moreira,TO,,Laurez Moreira,PSB,Advogado,,53.54,,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=162142&tipo=0,
162149,Luiz Fernando Ramos Faria,MG,MG,Luiz Fernando Faria,"PPB,PP","Agropecuarista, Empresário, Administrador e Engenheiro Mecânico",,"53,54,55",,,http://www.politicos.org.br/luiz-fernando-ramos-faria,pt.wikipedia.org/wiki/Luiz_Fernando_Faria,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=162149&tipo=0,
162160,Clodovir Hernandes,SP,,Clodovil Hernandes,"PTC,PR",Professor e Comunicador,,53,,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=162160&tipo=0,
162177,Filipe de Almeida Pereira,RJ,,Filipe Pereira,PSC,Empresário,,53.54,,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=162177&tipo=0,
162182,Ilderlei Souza Rodrigues Cordeiro,AC,,Ilderlei Cordeiro,"PFL,PPS",Administrador de Empresas e Empresário,,53,,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=162182&tipo=0,
162190,Carlos Orleans Brandão Junior,MA,,Carlos Brandão,"PSDB,PFL","Empresário, Funcionário Público e Médico Veterinário",,53.54,,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=162190&tipo=0,
162197,Antônio Carlos Valadares Filho,SE,,Valadares Filho,PSB,Administrador de Empresas,,"53,54,55",,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=162197&tipo=0,
162227,Sebastiao Ferreira da Rocha,PA,,Sebastião Bala Rocha,SD,Médico,,53.54,,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=162227&tipo=0,
162235,Aelton José de Freitas,MG,MG,Aelton Freitas,"PSD,PL,PR","Empresário, Engenheiro Agrônomo e Produtor Rural",,"53,54,55",,,http://www.politicos.org.br/aelton-jose-de-freitas,pt.wikipedia.org/wiki/Aelton_Freitas,,Intenscionalmente faltou na votação da cassação de Eduardo Cunha,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=162235&tipo=0,
162299,Maria Lucenira Ferreira Oliveira Pimentel,PA,,Lucenira Pimentel,"PPS,PR",Técnica em Secretariado,,53,,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=162299&tipo=0,
162305,Sílvio Roberto Cavalcanti Peccioli,SP,,Silvinho Peccioli,"PMDB,PFL,DEM",Advogado,,53,,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=162305&tipo=0,
162345,Flávio Dino de Castro E Costa,MA,,Flávio Dino,"PT,PCdoB",Advogado e Professor de Direito,,53,,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=162345&tipo=0,
162349,Márcio Luiz França Gomes,SP,,Márcio França,PSB,Advogado,,53.54,,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=162349&tipo=0,
162353,Neilton Mulim da Costa,RJ,,Neilton Mulim,"PV,PR",Professor e Psicopedagogo,,53.54,,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=162353&tipo=0,
162362,Fernando Barrancos Chucre,MG,,Fernando Chucre,PSDB,"Empresário, Arquiteto e Urbanista",,52.53,,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=162362&tipo=0,
162372,Vanderlei Macris,SP,,Vanderlei Macris,"MDB,PMDB,PSDB",Advogado e Microempresário,,"53,54,55",,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=162372&tipo=0,
162378,Andreia Almeida Zito Dos Santos,RJ,,Andreia Zito,PSDB,Bacharela em Direito,,53.54,,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=162378&tipo=0,
162389,João Carlos Paolilo Bacelar Filho,BA,,João Carlos Bacelar,"PL,PR",Engenheiro Civil,,"53,54,55",,,,,,Votou contra a cassação de Eduardo Cunha,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=162389&tipo=0,
162390,Ruy Pauletti,RS,,Professor Ruy Pauletti,PSDB,Professor Universitário e Professor,,53,,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=162390&tipo=0,
162400,Rodrigo Sobral Rollemberg,RJ,,Rodrigo Rollemberg,PSB,Funcionário Público,,53,,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=162400&tipo=0,
162404,Elismar Fernandes Prado,MG,,Elismar Prado,PT,Sociólogo e Músico,,53,,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=162404&tipo=0,
162412,Eduardo Henrique da Fonte de Albuquerque Silva,PE,PE,Eduardo Da Fonte,PP,Empresário,,"53,54,55",,,http://www.politicos.org.br/eduardo-henrique-da-fonte-de-albuquerque-silva,pt.wikipedia.org/wiki/Eduardo_da_Fonte,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=162412&tipo=0,
162417,Arnaldo Calil Pereira Jardim,SP,,Arnaldo Jardim,"PMDB,PPS",Engenheiro Civil e Professor,,"53,54,55",,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=162417&tipo=0,
162418,Carlos Roberto Massa Júnior,PR,,Ratinho Junior,"PSB,PPS,PSC","Empresário, Diretor de Empresas e Comunicador",,53.54,,,,pt.wikipedia.org/wiki/Ratinho_Júnior,"Arquivo 7, p. 8",,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=162418&tipo=0,
162428,João da Silva Maia,PB,,João Maia,"PL,PR",Economista,,53.54,,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=162428&tipo=0,
162441,Marcelo de Araújo Melo,GO,,Marcelo Melo,PMDB,Empresário,,53,,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=162441&tipo=0,
162442,Raimundo Sabino Castelo Branco Maués,AM,,Sabino Castelo Branco,"PTB,PFL",Empresário e Apresentador de Televisão,,53.54,,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=162442&tipo=0,
162567,Rogerio Martins Lisboa,RJ,,Rogerio Lisboa,"PFL,DEM",Advogado,,53,,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=162567&tipo=0,
162589,Ernandes Santos Amorim,BA,,Ernandes Amorim,PTB,Pecuarista,,53,,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=162589&tipo=0,
162606,Efraim de Araújo Morais Filho,PB,,Efraim Filho,"DEM,PFL",Advogado,,"53,54,55",,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=162606&tipo=0,
162719,José Paulo Tóffano,SP,,José Paulo Tóffano,"PTB,PV","Professor, Empresário e Educador Ambiental",,53,,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=162719&tipo=0,
162729,José Ricardo Alvarenga Tripoli,SP,,Ricardo Tripoli,"MDB,PMDB,PSDB",Advogado,,"53,54,55",,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=162729&tipo=0,
162799,Waldir Maranhão Cardoso,MA,,Waldir Maranhão,"PSB,PTB,PDT,PP",Médico Veterinário,,"53,54,55",,,,pt.wikipedia.org/wiki/Waldir_Maranhão,"Investigado por corrupção passiva, lavagem de dinheiro, formação de quadrilha. Incluído na lista de políticos do PP que recebia propina.",,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=162799&tipo=0,
162803,Manoel Alves da Silva Junior,PB,,Manoel Junior,"PSB,PMDB,PSDB",Médico,,"53,54,55",,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=162803&tipo=0,
162837,Otavio Santos Silva Leite,SE,RJ,Otavio Leite,"PDT,PSDB",Advogado e Professor de Direito,,"53,54,55",,,http://www.politicos.org.br/otavio-santos-silva-leite,pt.wikipedia.org/wiki/Otavio_Leite,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=162837&tipo=0,
162855,Luiz Paulo Teixeira Ferreira,SP,,Paulo Teixeira,PT,Advogado,,"53,54,55",,,,pt.wikipedia.org/wiki/Paulo_Teixeira_(político),"Arquivo 9, p. 20",,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=162855&tipo=0,
162877,Jose Abelardo Guimarães Camarinha,SP,,Abelardo Camarinha,"PSB,MDB,PMDB",Advogado e Professor,,53.54,,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=162877&tipo=0,
162881,Valtenir Luiz Pereira,MT,,Valtenir Pereira,"PT,PROS,PMB","Advogado, Vendedor Autônomo, Vendedor, Auxiliar de Escritório, Engraxate, Defensor Público e Professor de Direito",,"53,54,55",,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=162881&tipo=0,
163096,Aline Lemos Corrêa de Oliveira Andrade,PE,SP,Aline Corrêa,PP,Empresária,,53.54,,,,pt.wikipedia.org/wiki/Aline_Corrêa,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=163096&tipo=0,
163103,José Francisco Cerqueira Tenório,AL,,Francisco Tenório,PMN,Agropecuarista e Delegado de Polícia Civil,,53.54,,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=163103&tipo=0,
163111,Jusmari Terezinha de Souza Oliveira,PR,,Jusmari Oliveira,"PFL,PR",Agricultora e Educadora,,53,,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=163111&tipo=0,
163127,Rômulo José de Gouveia,PB,,Rômulo Gouveia,"PMDB,PSDB,PPS",Servidor Público,,53.55,,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=163127&tipo=0,
163139,Mauro Nazif Rasul,RJ,,Mauro Nazif,"PSB,PSDB",Médico,,53.54,,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=163139&tipo=0,
163339,Arnaldo França Vianna,RJ,RJ,Arnaldo Vianna,PDT,Médico,,53,,,,pt.wikipedia.org/wiki/Arnaldo_Vianna,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=163339&tipo=0,
163362,Cláudio Castanheira Diaz,RS,,Cláudio Diaz,PSDB,Pecuarista e Médico Veterinário,,52.53,,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=163362&tipo=0,
163789,Luiz Rocha Filho,MA,,Luiz Rocha Filho,PSDB,Agropecuarista e Advogado,,52,,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=163789&tipo=0,
163821,Carlos Adilson Pinto Lapa,PE,,Carlos Lapa,,Advogado,,52,,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=163821&tipo=0,
165902,Jorge de Faria Maluly,SP,,Jorginho Maluly,"PFL,DEM",Engenheiro Civil,,53,,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=165902&tipo=0,
165915,Jairo Ataide Vieira,MG,,Jairo Ataíde,"DEM,PFL",Cirurgião-Dentista e Empresário Rural,,53.54,,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=165915&tipo=0,
165999,Diógenes Luiz Basegio,RS,,Dr. Basegio,PDT,"Agricultor, Escritor, Pesquisador, Doutor em Medicina e Professor de Medicina",,53,,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=165999&tipo=0,
166102,Joseph Wallace Faria Bandeira,BA,,Joseph Bandeira,PT,,,53.54,,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=166102&tipo=0,
166232,Eduardo Benedito Lopes,SP,,Eduardo Lopes,"PSB,PRB",Radialista e Diretor de Empresas,,53,,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=166232&tipo=0,
166613,Sílvio Serafim Costa,PE,,Silvio Costa,"PMN,PTdoB",,,"53,54,55",,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=166613&tipo=0,
167686,Izalci Lucas Ferreira,MG,,Izalci,PR,Professor e Contador,,"53,54,55",,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=167686&tipo=0,
169698,Edigar Evangelista Dos Anjos,BA,,Edigar Mão Branca,PV,"Agricultor, Radialista e Músico",,53,,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=169698&tipo=0,
169708,Acélio Casagrande,,,Acélio Casagrande,PMDB,Administrador de Empresas e Gestor de Recursos Humanos,,53,,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=169708&tipo=0,
170842,Francisco Gomes de Abreu,TO,,Chico Abreu,"PMDB,PFL,PL,PR",Professor,,53,,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=170842&tipo=0,
170986,Neri Geller,RS,,Neri Geller,PSDB,Agricultor e Empresário,,53.54,,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=170986&tipo=0,
171770,Marcelo Beltrão de Almeida,PR,,Marcelo Almeida,"PTB,PMDB",Engenheiro Civil,,53.54,,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=171770&tipo=0,
171940,Luciana de Almeida Costa,SP,,Luciana Costa,"PRONA,PR",Cirurgiã-Dentista e Professora de Educação Física,,53,,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=171940&tipo=0,
173688,Matteo Rota Chiarelli,RS,,Matteo Chiarelli,"PFL,DEM",Advogado e Professor de Direito,,53,,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=173688&tipo=0,
174598,Paulo César da Guia Almeida,RJ,,Dr. Paulo César,"PR,PSD,PR",Médico e Professor,,53.54,,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=174598&tipo=0,
175060,Victório Galli Filho,SP,,Professor Victório Galli,PMDB,Professor,,"53,54,55",,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=175060&tipo=0,
175565,Walter Correia de Brito Neto,PB,,Walter Brito Neto,"DEM,PRB",Superior Incompleto,,53,,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=175565&tipo=0,
178173,Saturnino Masson,SP,,Saturnino Masson,"PFL,PSDB",Comerciante,,53,,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=178173&tipo=0,
178182,Fábio Rodrigues de Oliveira,PE,,Major Fábio,PROS,Policial Militar,,53.54,,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=178182&tipo=0,
178802,Luiz Carlos Ramos,RJ,,Luiz Carlos Ramos,"PSDC,PMB,PTN",,,55,,,,,,Intenscionalmente faltou na votação da cassação de Eduardo Cunha,http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178802,
178825,Leonardo Cunha de Brito,AC,,Leo De Brito,PT,"Advogado(a),professor de Direito",,55,,,,,,,http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178825,
178826,Sergio Olimpio Gomes,SP,,Major Olimpio,"PMB,SD",,,55,,,,,,,http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178826,
178828,Evandro Herrera Bertone Gussi,SP,,Evandro Gussi,PV,"Advogado(a),professor Universitário",,55,,,,,,,http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178828,
178829,Jose Augusto Rosa,SP,,Capitão Augusto,"PR,PR,PSD,PROS",Policial Militar,,55,,,,,,,http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178829,
178831,Andre Dos Santos Abdon,PA,,André Abdon,"PRB,PP",Engenheiro Florestal,,55,,,,,,,http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178831,
178832,Leandre Dal Ponte,PR,,Leandre,PV,Engenheira Civil,,55,,,,,,,http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178832,
178833,Alexandre Augustus Serfiotis,RJ,,Alexandre Serfiotis,PSD,Médico(a),,55,,,,,,,http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178833,
178836,Alan Rick Miranda,AC,,Alan Rick,"PRB,PTN,PMN,PTC,PTdoB,PSL","Administrador de Empresas,jornalista",,55,,,,,,,http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178836,
178837,Raimundo Angelim Vasconcelos,AC,,Angelim,PT,Economista,,55,,,,,,,http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178837,
178838,Carlos Cesar Correia de Messias,AC,,César Messias,PSB,Pecuarista,,55,,,,,,,http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178838,
178839,Jessica Rojas Sales,AC,,Jéssica Sales,PMDB,,,55,,,,,,Intenscionalmente faltou na votação da cassação de Eduardo Cunha,http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178839,
178840,Wherles Fernandes da Rocha,AC,,Rocha,PSDB,"Bacharel Em Direito,jornalista,oficial da Polícia Militar",,55,,,,,,,http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178840,
178841,José Cícero Soares de Almeida,AL,,Cícero Almeida,"PRTB,PSD","Cantor,radialista,repórter",,55,,,,,,,http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178841,
178842,Joao Henrique Holanda Caldas,AL,,Jhc,SD,,,55,,,,,,,http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178842,
178843,Marx Beltrão Lima Siqueira,AL,,Marx Beltrão,PMDB,,,55,,,,,,,http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178843,
178844,Pedro Torres Brandão Vilela,AL,,Pedro Vilela,PSDB,,,55,,,,,,,http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178844,
178845,Ronaldo Augusto Lessa Santos,AL,,Ronaldo Lessa,PDT,Engenheiro Civil,,55,,,,,,,http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178845,
178846,Alfredo Pereira do Nascimento,RN,,Alfredo Nascimento,PR,,,55,,,,,,,http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178846,
178847,Arthur Virgilio do Carmo Ribeiro Bisneto,DF,,Arthur Virgílio Bisneto,PSDB,Político,,55,,,,,,,http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178847,
178848,Maria da Conceicao Sampaio Moura,PA,,Conceição Sampaio,"PTB,PMDB,PSC,PP,PHS,PEN",,,55,,,,,,,http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178848,
178849,Hissa Nagib Abrahao Filho,AM,,Hissa Abrahão,"PDT,PPS",Comerciante,,55,,,,,,,http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178849,
178850,Marcos Sergio Rotta,PR,,Marcos Rotta,"PP,PHS,PEN,PEN","Jornalista,publicitário",,55,,,,,,,http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178850,
178852,Marcos Jose Reategui Souza,AP,,Marcos Reategui,PSD,,,55,,,,,,Intenscionalmente faltou na votação da cassação de Eduardo Cunha,http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178852,
178853,Luiz Carlos Caetano,BA,,Caetano,PT,Farmacêutico Bioquímico,,55,,,,,,,http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178853,
178854,Elmar Jose Vieira Nascimento,BA,,Elmar Nascimento,PMDB,Advogado(a),,55,,,,,,,http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178854,
178855,Antonio Lazaro Silva,BA,,,,,,,,,,,"Arquivo 7, p. 4",,http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178855,
178856,Joao Gualberto Vasconcelos,SE,,João Gualberto,PSDB,,,55,,,,,,,http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178856,
178857,Jorge Jose Santos Pereira Solla,BA,,Jorge Solla,PT,Médico(a),,55,,,,,,,http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178857,
178858,Mario Silvio Mendes Negromonte Junior,BA,,Mário Negromonte Jr.,PP,Bacharel Em Direito,,55,,,,,,,http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178858,
178859,Moema Isabel Passos Gramacho,BA,,Moema Gramacho,PT,,,55,,,,,,,http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178859,
178860,Paulo Velloso Dantas Azi,BA,,Paulo Azi,DEM,"Administrador de Empresas,engenheiro Civil",,55,,,,,,,http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178860,
178861,Ronaldo Carletto,ES,,Ronaldo Carletto,PP,Empresário de Transporte,,55,,,,,,,http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178861,
178862,Eronildes Vasconcelos Carvalho,BA,,Tia Eron,"DEM,PRB,PFL",,,55,,,,,,,http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178862,
178863,Uldurico Alencar Pinto,DF,,Uldurico Junior,"PTC,PV",Estudante Universitário,,55,,,,,,,http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178863,
178864,Jose Adail Carneiro Silva,CE,,Adail Carneiro,"PHS,PP",,,55,,,,,,,http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178864,
178865,Flavio Alves Sabino,CE,,Cabo Sabino,PR,Corretor de Imóveis,,55,,,,,,,http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178865,
178866,Luizianne de Oliveira Lins,CE,CE,Luizianne Lins,PT,Professora Universitária,,55,,,http://www.politicos.org.br/luizianne-de-oliveira-lins,pt.wikipedia.org/wiki/Luizianne_Lins,,,http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178866,
178867,Jose Maria Macedo Junior,CE,,Macedo,"PSL,PMB,PSL,PP",Empresário,,55,,,,,,,http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178867,
178868,Luiz Odorico Monteiro de Andrade,CE,,Odorico Monteiro,"PT,PROS",Médico(a),,55,,,,,,,http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178868,
178869,Vitor Pereira Valim,CE,,Vitor Valim,PEN,,,55,,,,,,,http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178869,
178870,Rôney Tanios Nemer,MG,,Rôney Nemer,"PMDB,PP",Servidor Público Estadual,,55,,,,,,Absteve-se na cassação de Eduardo Cunha,http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178870,
178871,Evair Vieira de Melo,ES,,Evair Vieira De Melo,PV,,,55,,,,,,,http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178871,
