"id","nome","UF","codinomes","partidos","profissoes","legislaturas","urls"
"66828","Fausto Ruy Pinato","SP","Fausto Pinato","PRB,PP","Advogado(a)","55","http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=66828"
"160150","Luiz Carlos Ghiorzzi Busato","SC","Luiz Carlos Busato","PP","Arquiteto e Corretor de Imóveis","53, 54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=160150&tipo=0"
"98870","Júlio César Redecker","Taquari, RS","JÚLIO REDECKER - PSDB/RS","ARENA, 1974-1980; PDS, 1980-1993; PPR, 1993-1995; PPB, 1995-2003; PSDB, 2003-.","Advogado, Professor Universitário e Empresário","52, 53,","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=98870&tipo=0"
"141411","Dagoberto Nogueira Filho","SP","Dagoberto","PDT","Advogado e Administrador de Empresas","55","http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=141411"
"151210","Vicente Chelotti","Não informado, RS","VICENTE CHELOTTI - PMDB/DF","PMDB, 2001-.","Advogado e Funcionário Público Federal","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=151210&tipo=0"
"108428","Maria Lucia Netto Dos Santos","Rio de Janeiro, RJ","MARIA LUCIA - PMDB/RJ","PPB, 1996-1997; PSDB, 1997-2001; PMDB, 2001-.","Do Lar","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=108428&tipo=0"
"195278","Moisés Diniz Lima","AC","","","","","http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=195278"
"112900","José Rajão Filho","Rio de Janeiro, RJ","JOSÉ RAJÃO - PSDB/DF","PSDB, 1998-2000; PMDB, 2000-2001; PSDB, 2001-.","Economista, Corretor de Imóveis e Coronel do Corpo de Bombeiro Reformado","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=112900&tipo=0"
"108402","Francisco Marcelo Ortiz Filho","Penápolis, SP","MARCELO ORTIZ - PV/SP","PV, 1996-.","Advogado e Professor Universitário","52, 53,","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=108402&tipo=0"
"97579","João Almeida Dos Santos","Brejões, BA","JOÃO ALMEIDA - PSDB/BA","MDB, 1970-1979; PMDB, 1980-1997; PSDB, 1997-.","Geólogo","52, 53,","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97579&tipo=0"
"99756","Ronaldo Ramos Caiado","GO","Ronaldo Caiado","PDC,PSD","Médico, Professor e Produtor Rural","52, 53, 54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=99756&tipo=0"
"98425","Salvador Zimbaldi Filho","SP","Salvador Zimbaldi","PROS","Servidor Público","52, 54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=98425&tipo=0"
"74457","Moroni Bing Torgan","RS","Moroni Torgan","PDC","Delegado de Polícia Federal","55","http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=74457"
"186775","Franklin Roberto de Lima Souza","SP","Franklin Lima","PTdoB,PMB,PTdoB,PP","","55","http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=186775"
"97573","João Alberto Pizzolatti Júnior","SC","João Pizzolatti","PPR,PPB,PP","Engenheiro Civil e Servidor Público","52, 53, 54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97573&tipo=0"
"162362","Fernando Barrancos Chucre","Itajubá, MG","FERNANDO CHUCRE - PSDB/SP","PSDB, 1984-.","Empresário, Arquiteto e Urbanista","52, 53,","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=162362&tipo=0"
"193069","Nelson Nahim Matheus de Oliveira","RJ","","PSD","","55","http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=193069"
"160190","William Boss Woo","São Paulo, SP","WILLIAM WOO - PP/SP","PV, -2016; PSDB, 1997-2009; PPS, 2009-; PP, 2016-.","Bacharel em Direito, Engenheiro Mecânico e Policial Civil","53, 55, ","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=160190&tipo=0"
"97024","Basílio Villani","Bauru, SP","BASÍLIO VILLANI - PSDB/PR","PMDB, 1987-1988; PTB, 1988-1989; PRN, 1990-1993; PDS, 1992-1993; PPR, 1993-1995; PPB, 1995-1997; PSDB, 1997-.","Administrador de Empresas e Bancário","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97024&tipo=0"
"98864","Rubem Medina","Rio de Janeiro, RJ","RUBEM MEDINA - PFL/RJ","MDB, 1966-1979; PDS, 1980-1985; PFL, 1986-1989; PRN, 1989-1992; PFL, 1992-.","Economista e Administrador de Empresas","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=98864&tipo=0"
"193066","Wilson Silva Beserra","RJ","","","","","http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=193066"
"112042","Vivaldo Silvino da Costa","Caicó, RN","VIVALDO COSTA - PL/RN","ARENA, 1974-1978; PDS, 1978-1988; PL, 1988-.","Médico","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=112042&tipo=0"
"108898","Ildeu Alves de Araujo","Serrania, MG","ILDEU ARAUJO - PP/SP","PRONA, -2003; PP, 2003-.","Advogado","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=108898&tipo=0"
"98898","Arnaldo de Abreu Madeira","Santos, SP","ARNALDO MADEIRA - PSDB/SP","MDB, 1976-1980; PMDB, 1980-1988; PSDB, 1988-.","Professor Universitário, Administrador de Empresas e Sociólogo","52, 53,","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=98898&tipo=0"
"107565","Josias Quintal de Oliveira","Santo Antônio de Pádua, RJ","JOSIAS QUINTAL - PSB/RJ","PTB, 1996-2001; PSB, 2001-2003; PMDB, 2003-2005; PSB, 2005-.","Policial Militar","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=107565&tipo=0"
"162353","Neilton Mulim da Costa","RJ","Neilton Mulim","PV,PR","Professor e Psicopedagogo","53, 54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=162353&tipo=0"
"99741","Jorge Alberto Teles Prado","Aracaju, SE","JORGE ALBERTO - PMDB/SE","PRN, 1990-1991; PMDB, 1993-.","Médico","52, 53,","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=99741&tipo=0"
"162356","Ciro Ferreira Gomes","Pindamonhangaba, SP","CIRO GOMES - PSB/CE","PDS; PMDB; PSB; PPS; PSDB","Advogado e Professor Universitário","53, ","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=162356&tipo=0"
"186780","Antonio Geraldo de Souza Henriques Filho","Porto Alegre, RS","GERALDINHO - PSOL/RS","PSDB, 1988-1994; PT, 2002-2005; PSOL, 2005-.","Superior","53, ","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=186780&tipo=0"
"100922","Edmundo Galdino da Silva","Araguaína, TO","EDMUNDO GALDINO - PDT/TO","PMDB, 1982-1988; PSDB, 1988-2006; PDT, 2006-.","Agropecuarista","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100922&tipo=0"
"160181","Angela Maria Gomes Portela","Coreaú, CE","ANGELA PORTELA - PT/RR","PTC, 2005-2007; PT, 2007-.","Professora","53, ","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=160181&tipo=0"
"100926","Narciso Mendes de Assis","Patu, RN","NARCISO MENDES - PP/AC","ARENA, 1974-1979; PDS, 1980-1987; PFL, 1988; PPB, 1988-2003; PP, 2003-.","Industrial, Engenheiro Civil e Comerciante","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100926&tipo=0"
"107559","Josias Gomes da Silva","PE","Josias Gomes","PT","Agrônomo","52, 54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=107559&tipo=0"
"97065","Carlos Eduardo Venturelli Mosconi","Andradas, MG","CARLOS MOSCONI - PSDB/MG","PMDB, 1982-1988; PSDB, 1988-.","Médico e Professor Universitário","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97065&tipo=0"
"109798","João Sandes Júnior","TO","Sandes Júnior","PPB,PP","Advogado e Radialista","52, 53, 54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=109798&tipo=0"
"99685","Hildebrando Pascoal Nogueira Neto","Rio Branco, AC","HILDEBRANDO PASCOAL - S.PARTIDO/AC","PFL, 1994-1999.","Militar","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=99685&tipo=0"
"98610","Waldomiro Barancelli Fioravante","Marcelino Ramos, RS","FIORAVANTE - PT/RS","PT, 1989-.","Advogado, Contador e Operário Metalúrgico","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=98610&tipo=0"
"100321","Márcio Artur de Matos","Mineiros do Tietê, SP","MÁRCIO MATOS - PTB/PR","PMDB, 1992-1993; PT, 1993-2000; PTB, 2001-.","Médico","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100321&tipo=0"
"107138","Nelson Marchezan Júnior","RS","Nelson Marchezan Junior","PSDB","Advogado","54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=107138&tipo=0"
"97911","Luiz Carlos Jorge Hauly","PR","Luiz Carlos Hauly","PST,PP","Economista e Professor","52, 53, 54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97911&tipo=0"
"98706","José Egydio Tinoco Neto","Itaperuna, RJ","JOSÉ EGYDIO - PFL/RJ","PDS, 1980; PMDB, 1982-1983; PFL, 1988-1993; PPR, 1993; PL, 1993-1997; PFL, 1997-2001; PL, 2001; PFL, 2001-.","Médico","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=98706&tipo=0"
"170842","Francisco Gomes de Abreu","Peixe, TO","CHICO ABREU - PR/GO","PMDB, 1987-1999; PFL, 1999-; PL, 2005-2007; PR, 2007-.","Professor","53, ","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=170842&tipo=0"
"100973","Antonio Ferreira da Cruz Filho","Cuiabá, MT","ANTONIO CRUZ - PP/MS","PMDB, 1994-2002; PTB, 2002-2005; PP, 2005-.","Médico","52, 53,","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100973&tipo=0"
"100544","Paulo Gilberto Gouvêa da Costa","Cachoeira do Sul, RS","PAULO GOUVÊA - PFL/SC","ARENA; PDS, 1987; PFL, 1989-.","Advogado","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100544&tipo=0"
"92699","Fernando Monteiro de Albuquerque","PE","Fernando Monteiro","PP,PP,PHS,PEN,PP,PHS","","55","http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=92699"
"99462","José Ronaldo de Carvalho","Paripiranga, BA","JOSÉ RONALDO - PFL/BA","PDS, 1981-1986; PFL, 1986-.","Administrador de Empresas e Professor","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=99462&tipo=0"
"107141","Athos Avelino Pereira","Montes Claros, MG","ATHOS AVELINO - PPS/MG","PMDB, 1981-2001; PPS, 2001-.","Médico e Professor Universitário","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=107141&tipo=0"
"100505","Iara Bernardi","SP","Iara Bernardi","PT","Professora","52, 53, 54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100505&tipo=0"
"100509","Alberto Pereira Mourão","SP","Alberto Mourão","PMDB,PSDB,PL","Empresário","54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100509&tipo=0"
"100980","Carlos Frederico Theodoro Nader","Barra Mansa, RJ","CARLOS NADER - PL/RJ","PFL, 1997-2004; PL, 2004-.","Advogado e Empresário","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100980&tipo=0"
"97937","Luiz Piauhylino de Mello Monteiro","Recife, PE","LUIZ PIAUHYLINO - PDT/PE","PMDB, 1986-1990; PSB, 1990-1995; PSDB, 1995-2003; PTB, 2003-2004; PDT, 2004-.","Advogado","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97937&tipo=0"
"107599","Marcelino Ayub Fraga","Muqui, ES","MARCELINO FRAGA - PMDB/ES","PMDB, 1979-.","Agropecuarista","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=107599&tipo=0"
"99861","Hélio Calixto da Costa","Barbacena, MG","HÉLIO COSTA - PMDB/MG","MDB, 1972; PMDB, 1986-1990; PP, 1993-1995; PFL, 1995-1999; PMDB, 1999-.","Jornalista, Repórter, Locutor, Publicitário, Tradutor e Redator","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=99861&tipo=0"
"100332","Joaquim Dos Santos Filho","Bandeirantes, PR","SANTOS FILHO - PFL/PR","PSD, 1950-1956; ARENA, 1967-1979; PDS, 1980-1989; PFL, 1989-.","Advogado","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100332&tipo=0"
"101807","Marcos Antonio Medrado","BA","Marcos Medrado","PRN,PDC,PP,SD","Administrador de Empresas e Radialista","53, 54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=101807&tipo=0"
"98065","Nelson Marchezan","Santa Maria, RS","NELSON MARCHEZAN - PSDB/RS","ARENA, 1964-1979; PDS, 1979-; PPR, 1994-1995; PSDB, 1996-2002.","Advogado e Bancário","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=98065&tipo=0"
"108454","Nélio Silveira Dias","Natal, RN","NÉLIO DIAS - PP/RN","PPB, 2001-2003; PP, 2003-.","Agropecuarista","52, 53,","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=108454&tipo=0"
"193957","Dilson Malheiros Drumond","RJ","Dr. Dilson Drumond","PDT","Médico","54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=193957&tipo=0"
"193958","Sergio Paulo de Oliveira","PR","Professor Sérgio De Oliveira","PSD","","54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=193958&tipo=0"
"194807","Luiz Gonzaga Ribeiro","MG","Subtenente Gonzaga","PV","Militar","54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=194807&tipo=0"
"194806","Luiz Eduardo Francisco da Silva","RJ","Dudu Luiz Eduardo","PSDC","Primário Incompleto","54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=194806&tipo=0"
"100966","Reinaldo Gripp Lopes","Nilópolis, RJ","REINALDO GRIPP - PL/RJ","PMDB, 1980-1983; PDT, 1993-1997; PMDB, 1997-2001; PSDB, 2001; PL, 2001-.","Médico","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100966&tipo=0"
"167686","Izalci Lucas Ferreira","MG","Izalci","PR","Professor e Contador","53, 54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=167686&tipo=0"
"97266","Eraldo Tinoco Melo","Ipiaú, BA","ERALDO TINOCO - PFL/BA","PDS, 1982-1985; PFL, 1986-.","Professor e Administrador Público","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97266&tipo=0"
"97917","Luiz Dantas Lima","Batalha, AL","LUIZ DANTAS - PTB/AL","PMDB, 1986-1989; PRN, 1989-1990; PSC, 1990-1993; PSD, 1993-1999; PST, 1999-2001; PRTB, 2000; PTB, 2001-.","Agrônomo","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97917&tipo=0"
"100963","Osmar Gasparini Terra","RS","Osmar Terra","PMDB","Médico","52, 53, 54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100963&tipo=0"
"97958","Marcelo Fortes Barbieri","Araraquara, SP","MARCELO BARBIERI - PMDB/SP","MDB, 1975-1979; PMDB, 1980-.","Administrador de Empresas","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97958&tipo=0"
"108023","Durval Lopes Orlato","Jundiaí, SP","DURVAL ORLATO - PT/SP","PT, 1991-.","Ferramenteiro e Coordenador de Projetos Automobilísticos","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=108023&tipo=0"
"98445","Sergio Cerqueira Barcellos","Rio de Janeiro, RJ","SÉRGIO BARCELLOS - PFL/AP","PFL, 1987-.","Engenheiro Civil e Jornalista","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=98445&tipo=0"
"112529","Paulo José Alves Rattes","Petrópolis, RJ","PAULO RATTES - PMDB/RJ","PSB; PST; MDB, 1967-; PMDB, 2003-.","Advogado e Engenheiro Agrônomo","52, 53,","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=112529&tipo=0"
"100213","José Carlos da Fonseca Júnior","Vitória, ES","JOSÉ CARLOS FONSECA JR. - PFL/ES","PFL, 1997-.","Diplomata","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100213&tipo=0"
"98538","Ursicino Pinto de Queiroz","Santo Antônio de Jesus, BA","URSICINO QUEIROZ - PFL/BA","PSB, 1956-1965; ARENA, 1966-1980; PDS, 1980-1985; PFL, 1985-.","Médico","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=98538&tipo=0"
"102711","Emanuel Fernandes","SP","Emanuel Fernandes","PMDB,PSDB","Engenheiro Aeronáutico","53, 54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=102711&tipo=0"
"100535","João Herrmann Neto","Campinas, SP","JOÃO HERRMANN - PDT/SP","MDB, 1975-1979; PMDB, 1980-1988; PSB, 1988-1992; PPS, 1992-2004; PDT, 2004-.","Engenheiro Agrônomo","52, 53,","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100535&tipo=0"
"97952","Manoel Figueiredo Castro","Salvador, BA","MANOEL CASTRO - PFL/BA","PDS, 1980-1985; PFL, 1986-.","Economista e Professor","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97952&tipo=0"
"144523","Daniel Elias Carvalho Vilela","GO","Daniel Vilela","PTB,PMDB,PSC,PP,PHS,PEN","","55","http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=144523"
"99538","José Maurício Rodrigues Garcia","Rio de Janeiro, RJ","CORONEL GARCIA - PSDB/RJ","PSDB","Militar","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=99538&tipo=0"
"97978","Marcos Guimarães de Cerqueira Lima","MG","Marcos Lima","MDB,PMDB,PP","Engenheiro Civil e Empresário","53, 54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97978&tipo=0"
"109337","Carlos Willian de Souza","Belo Horizonte, MG","CARLOS WILLIAN - PTC/MG","PST, -2003; PPB; PSB, 2003; PSC, 2003-2005; PMDB, 2005-2006; PTC, 2006-.","Advogado","52, 53,","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=109337&tipo=0"
"107154","Almir Oliveira Moura","Rio de Janeiro, RJ","ALMIR MOURA - S.PARTIDO/RJ","PL, 2001-2005; PMDB, 2005; PMDB, 2005; PFL, 2005-2006; S.PARTIDO, 2006-.","Radialista e Ministro Evangélico","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=107154&tipo=0"
"108008","Rodolfo Pereira","Boa Vista, RR","DR. RODOLFO PEREIRA - PDT/RR","PDT, 2001-.","Médico","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=108008&tipo=0"
"74856","Maria Laura Monteza de Souza Carneiro","RJ","Laura Carneiro","PP,PPB","Advogada e Servidora Pública Federal","55","http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=74856"
"98823","Francisco Oswaldo Neves Dornelles","Belo Horizonte, MG","FRANCISCO DORNELLES - PP/RJ","PFL, 1987-1993; PDS, 1993; PPR, 1993-1995; PPB, 1995-2003; PP, 2003-.","Professor Universitário e Servidor Público","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=98823&tipo=0"
"108481","Neucimar Ferreira Fraga","Itanhém, BA","NEUCIMAR FRAGA - PR/ES","PL, -2007; PST; PR, 2007-.","Autônomo","52, 53,","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=108481&tipo=0"
"193905","Raimundo Valry de Morais","PA","Valry Morais","PRP","Empresário","54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=193905&tipo=0"
"97972","Marcio Reinaldo Dias Moreira","MG","Marcio Reinaldo Moreira","PP,PPB,PP","Economista e Analista de Orçamentos","52, 53, 54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97972&tipo=0"
"99337","Roberto Argenta","Gramado, RS","ROBERTO ARGENTA - PHS/RS","MDB, 1979-1981; PMDB, 1981-1996; PFL, 1997-1999; PHS, 1999-.","Empresário","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=99337&tipo=0"
"108017","Clair da Flora Martins","Porto União, SC","DRA. CLAIR - PT/PR","PT, 1994-.","Advogada","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=108017&tipo=0"
"109348","Marcos Roberto Abramo","Porto Ferreira, SP","MARCOS ABRAMO - PP/SP","PFL, 2001-2005; PP, 2005-.","Técnico em Eletrônica","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=109348&tipo=0"
"97930","Luiz Moreira da Silva","Jequié, BA","LUIZ MOREIRA - PFL/BA","PTB, 1990-1993; PFL, 1993-2000; PFL, 2000-.","Médico e Militar","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97930&tipo=0"
"98816","Alexandre José Dos Santos","RJ","Alexandre Santos","PMDB,PSDB,PP","Empresário","52, 53, 54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=98816&tipo=0"
"109341","Érico da Silva Ribeiro","Camaquã, RS","ÉRICO RIBEIRO - PP/RS","PL; ARENA, 1965-1979; PDS, 1979-1993; PPR, 1993-1995; PPB, 1995-2003; PP, 2003-.","Engenheiro Civil e Empresário","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=109341&tipo=0"
"107161","Álvaro Costa Dias","Caicó, RN","ÁLVARO DIAS - PDT/RN","PMDB, 1987-2003; PDT, 2003-.","Médico","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=107161&tipo=0"
"100528","José Dirceu de Oliveira E Silva","Passa Quatro, MG","JOSÉ DIRCEU - PT/SP","PT, 1980-.","Advogado","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100528&tipo=0"
"99555","João Carlos de Almeida Sampaio","Niterói, RJ","JOÃO SAMPAIO - PDT/RJ","PDT, 1986-.","Professor Universitário, Arquiteto e Urbanista","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=99555&tipo=0"
"100910","Joaquim de Mattos Salles","Itaberá, SP","KINCAS MATTOS - PSB/SP","PSP, 1962-1964; MDB, 1965-1967; ARENA, 1967-1981; PDS, 1981-1990; PSB, 1996-.","Empresário de Transporte","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100910&tipo=0"
"119138","Maria Gorete Pereira","CE","Gorete Pereira","PL,PL,PR","Fisioterapeuta","52, 53, 54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=119138&tipo=0"
"100522","Paulo Seiti Kobayashi","Ribeirão Pires, SP","PAULO KOBAYASHI - PSDB/SP","ARENA, 1973-1979; MDB, 1979-1980; PMDB, 1980-1988; PSDB, 1988-.","Agricultor e Professor","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100522&tipo=0"
"99514","Vivaldo Vieira Barbosa","Manhumirim, MG","VIVALDO BARBOSA - PDT/RJ","PDT","Advogado e Professor","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=99514&tipo=0"
"112443","Fernando William Ferreira","Rio de Janeiro, RJ","FERNANDO WILLIAM - PSB/RJ","PDT, 1983-2000; PSB, 2000-.","Médico","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=112443&tipo=0"
"99018","Marçal Gonçalves Leite Filho","MS","Marçal Filho","PMDB,PSDB","Advogado e Radialista","53, 54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=99018&tipo=0"
"109276","João Batista Ramos da Silva","Rio de Janeiro, RJ","JOÃO BATISTA - PP/SP","PFL, 2001-2005; S.PARTIDO, 2005; PP, 2005-.","Economista e Técnico em Contabilidade","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=109276&tipo=0"
"98164","Osório Adriano Filho","Uberaba, MG","OSÓRIO ADRIANO - DEM/DF","PFL, 1985-2007; DEM, 2007-.","Engenheiro","52, 53,","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=98164&tipo=0"
"109270","Eduardo Francisco Sciarra","PR","Eduardo Sciarra","PSD","Engenheiro Civil e Empresário","52, 53, 54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=109270&tipo=0"
"112092","João Barros Filho","Antonio Dias, MG","JOÃO BARROS - PDT/MG","PDT, 1987-.","Sacerdote Católico","","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=112092&tipo=0"
"101309","Davidson de Magalhães Santos","BA","","","","","http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=101309"
"100453","Luiz Antonio Fleury Filho","São José do Rio Preto, SP","FLEURY - PTB/SP","PMDB, 1985-1995; PTB, 1995-.","Advogado","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100453&tipo=0"
"102630","Edson Silva","CE","Edson Silva","PROS","Jornalista, Radialista e Bancário","54","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=102630&tipo=0"
"112437","João Marcelo Santos Souza","MA","João Marcelo Souza","PEN","Psicólogo","55","http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=112437"
"140929","Rose Marx Wayne de Oliveira","Goiânia, GO","CAPITÃO WAYNE - PSDB/GO","PSC, 2000-2002; PSDB, 2002-.","Advogado e Policial Militar","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=140929&tipo=0"
"112432","Luiz Rogério Gonçalves Magalhães","Campos dos Goytacazes, RJ","LUIZ ROGÉRIO - PSB/RJ","PDT, 1983-2000; PSB, 2000-.","Pesquisador","52","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=112432&tipo=0"
"160996","Jacob Alfredo Stoffels Kaefer","RS","Alfredo Kaefer","PSL","Industrial","53, 54, 55","http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=160996&tipo=0"
